EDC3_gas_a (yr),CO2 (ppmv),Temp Age,Temp,gas_age,ch4_mean,Irish year,Irish temp
,,,,242923,542,,
,,,,243346,538,,
,,,,243438,558,,
,,,,243706,546,,
,,,,243922,541,,
,,,,244155,528,,
,,,,244385,528,,
,,,,244610,523,,
,,,,244850,519,,
,,,,245080,502,,
,,,,245222,503,,
,,,,245595,494,,
,,,,245884,475,,
,,,,246193,486,,
,,,,246532,513,,
,,,,246884,508,,
,,,,247073,545,,
,,,,247563,525,,
,,,,247861,525,,
,,,,248038,540,,
,,,,248528,473,,
,,,,248851,466,,
,,,,249179,408,,
,,,,249546,410,,
,,,,249907,413,,
,,,,250261,408,,
,,,,250620,432,,
,,,,251732,401,,
,,,,252157,395,,
,,,,252542,396,,
,,,,252930,401,,
,,,,253301,398,,
,,,,253688,426,,
,,,,253909,427,,
,,,,254442,420,,
,,,,254787,405,,
,,,,255154,442,,
,,,,255547,422,,
,,,,255966,448,,
,,,,256300,475,,
,,,,256693,466,,
,,,,257078,483,,
,,,,257440,465,,
,,,,257622,450,,
,,,,258163,493,,
,,,,258512,510,,
,,,,258891,496,,
,,,,259279,430,,
,,,,259671,473,,
,,,,260017,451,,
,,,,260406,434,,
,,,,260799,456,,
,,,,261157,452,,
,,,,261559,424,,
,,,,261948,443,,
,,,,262337,480,,
,,,,262745,482,,
,,,,263141,509,,
,,,,263462,462,,
,,,,263843,414,,
,,,,264223,417,,
,,,,264595,398,,
,,,,264978,415,,
,,,,265369,412,,
,,,,265793,422,,
,,,,266230,417,,
,,,,266629,384,,
,,,,267068,425,,
,,,,267517,414,,
,,,,267955,418,,
,,,,268396,454,,
,,,,268848,423,,
,,,,269298,454,,
,,,,269543,439,,
,,,,270202,460,,
,,,,270648,441,,
,,,,271117,458,,
,,,,271607,453,,
,,,,271832,445,,
,,,,272512,470,,
,,,,272783,451,,
,,,,273503,483,,
,,,,273948,467,,
,,,,274416,463,,
,,,,274884,475,,
,,,,275358,455,,
,,,,275824,479,,
,,,,276270,504,,
,,,,276674,467,,
,,,,277101,452,,
,,,,277549,480,,
,,,,277795,466,,
,,,,278456,428,,
,,,,278710,438,,
,,,,279313,420,,
,,,,279768,463,,
,,,,280147,455,,
,,,,280346,473,,
,,,,280893,462,,
,,,,281302,448,,
,,,,281732,457,,
,,,,282121,468,,
,,,,282511,425,,
,,,,282891,453,,
,,,,283253,471,,
,,,,283611,499,,
,,,,283986,509,,
,,,,284366,465,,
,,,,284733,477,,
,,,,285070,457,,
,,,,285431,470,,
,,,,285789,486,,
,,,,286136,495,,
,,,,286495,500,,
,,,,286838,507,,
,,,,287159,520,,
,,,,287495,529,,
,,,,287827,514,,
,,,,288126,521,,
,,,,288482,511,,
,,,,288833,532,,
,,,,289191,530,,
,,,,289525,531,,
,,,,289851,547,,
,,,,290168,524,,
,,,,291229,454,,
,,,,291633,459,,
,,,,292029,448,,
,,,,292388,453,,
,,,,292768,444,,
,,,,292959,454,,
,,,,293626,482,,
,,,,293866,521,,
,,,,294534,489,,
,,,,294795,501,,
,,,,295458,552,,
,,,,295665,564,,
,,,,296258,587,,
,,,,296466,524,,
,,,,297060,488,,
,,,,297265,505,,
,,,,297945,467,,
,,,,298185,491,,
,,,,298893,519,,
,,,,299091,518,,
,,,,299738,496,,
,,,,300122,518,,
,,,,300322,520,,
,,,,300921,459,,
,,,,301142,487,,
,,,,301824,453,,
,,,,302056,453,,
,,,,302617,456,,
,,,,302848,462,,
,,,,303432,466,,
,,,,303637,477,,
,,,,304262,491,,
,,,,304472,490,,
,,,,305047,498,,
,,,,305237,505,,
,,,,305802,451,,
,,,,306004,449,,
,,,,306638,459,,
,,,,306869,485,,
,,,,307556,459,,
,,,,307795,466,,
,,,,308450,478,,
,,,,308670,509,,
,,,,309322,467,,
,,,,309560,460,,
,,,,310196,461,,
,,,,310433,493,,
,,,,311027,470,,
,,,,311233,517,,
,,,,311862,515,,
,,,,312051,516,,
,,,,312673,522,,
,,,,312870,540,,
,,,,313386,548,,
,,,,313551,568,,
,,,,314110,553,,
,,,,314298,634,,
,,,,314855,618,,
,,,,315045,606,,
,,,,315565,598,,
,,,,315763,635,,
,,,,316289,607,,
,,,,316472,515,,
,,,,317027,465,,
,,,,317230,459,,
,,,,317801,445,,
,,,,318009,480,,
,,,,318620,481,,
,,,,318837,479,,
,,,,319461,478,,
,,,,319665,480,,
,,,,320268,498,,
,,,,320472,503,,
,,,,321023,521,,
,,,,321214,529,,
,,,,321731,519,,
,,,,321910,528,,
,,,,322406,519,,
,,,,322576,533,,
,,,,323064,544,,
,,,,323228,557,,
,,,,323672,593,,
,,,,323813,568,,
,,,,324241,580,,
,,,,324409,590,,
,,,,324841,612,,
,,,,324997,617,,
,,,,325417,626,,
,,,,325555,644,,
,,,,325950,633,,
,,,,326098,635,,
,,,,326487,611,,
,,,,326623,634,,
,,,,327027,644,,
,,,,327169,654,,
,,,,327563,642,,
,,,,327701,662,,
,,,,328082,657,,
,,,,328742,669,,
,,,,329179,636,,
,,,,329326,658,,
,,,,329727,643,,
,,,,329870,663,,
,,,,330242,621,,
,,,,330381,637,,
,,,,330755,615,,
,,,,330900,637,,
,,,,331288,636,,
,,,,331425,649,,
,,,,331782,673,,
,,,,332040,721,,
,,,,332149,726,,
,,,,332457,738,,
,,,,332576,776,,
,,,,332875,798,,
,,,,332988,797,,
,,,,333284,599,,
,,,,333504,590,,
,,,,333718,604,,
,,,,333839,607,,
,,,,334144,631,,
,,,,334286,652,,
,,,,334637,581,,
,,,,334778,597,,
,,,,335162,570,,
,,,,335310,566,,
,,,,335748,537,,
,,,,335946,531,,
,,,,336443,496,,
,,,,336652,504,,
,,,,337187,486,,
,,,,337414,486,,
,,,,338101,453,,
,,,,338565,445,,
,,,,338607,445,,
,,,,339122,465,,
,,,,339397,460,,
,,,,340210,449,,
,,,,340526,439,,
,,,,341491,395,,
,,,,341840,394,,
,,,,342836,370,,
,,,,343421,366,,
,,,,344111,375,,
,,,,344483,368,,
,,,,345351,374,,
,,,,345679,389,,
,,,,346608,391,,
,,,,347204,417,,
,,,,347852,403,,
,,,,348173,421,,
,,,,349046,459,,
,,,,349346,407,,
,,,,350169,392,,
,,,,350456,402,,
,,,,351426,414,,
,,,,351759,403,,
,,,,352646,397,,
,,,,353222,405,,
,,,,353844,395,,
,,,,354536,406,,
,,,,355205,403,,
,,,,355842,404,,
,,,,356504,420,,
,,,,357194,435,,
,,,,357857,431,,
,,,,358574,417,,
,,,,359202,418,,
,,,,359863,456,,
,,,,360513,415,,
,,,,361222,420,,
,,,,361842,466,,
,,,,362441,433,,
,,,,363043,487,,
,,,,363649,413,,
,,,,364269,449,,
,,,,364942,416,,
,,,,365577,460,,
,,,,366206,416,,
,,,,366850,403,,
,,,,367431,460,,
,,,,368074,422,,
,,,,368738,422,,
,,,,369324,444,,
,,,,369917,518,,
,,,,370497,508,,
,,,,371134,491,,
,,,,371763,502,,
,,,,372328,523,,
,,,,372893,540,,
,,,,373467,451,,
,,,,374092,445,,
,,,,374785,426,,
,,,,375451,426,,
,,,,376106,433,,
,,,,376706,445,,
,,,,377330,442,,
,,,,379119,494,,
,,,,379707,485,,
,,,,380256,548,,
,,,,380863,544,,
,,,,381423,548,,
,,,,381955,601,,
,,,,382547,587,,
,,,,383125,482,,
,,,,383713,536,,
,,,,384291,561,,
,,,,384857,553,,
,,,,385452,577,,
,,,,386030,594,,
,,,,386615,637,,
,,,,387178,531,,
,,,,387768,463,,
,,,,388422,452,,
,,,,389115,472,,
,,,,389771,568,,
,,,,390390,525,,
,,,,390975,506,,
,,,,391532,488,,
,,,,392145,489,,
,,,,392666,498,,
,,,,393193,485,,
,,,,393699,562,,
,,,,394196,550,,
,,,,394677,594,,
,,,,395128,585,,
,,,,395554,603,,
,,,,396057,594,,
,,,,396524,602,,
,,,,396914,590,,
,,,,397339,605,,
,,,,397761,600,,
,,,,398175,612,,
,,,,398595,608,,
,,,,399020,593,,
,,,,399415,580,,
,,,,399808,607,,
,,,,400204,607,,
,,,,400592,662,,
,,,,400979,628,,
,,,,401336,627,,
,,,,401709,633,,
,,,,402090,646,,
,,,,402455,642,,
,,,,402816,640,,
,,,,403179,653,,
,,,,403552,681,,
,,,,403901,664,,
,,,,404254,674,,
,,,,404665,661,,
,,,,405009,663,,
,,,,405368,659,,
,,,,405728,700,,
,,,,406069,708,,
,,,,406453,672,,
,,,,406823,691,,
,,,,407172,736,,
,,,,407544,710,,
,,,,407909,681,,
,,,,408310,695,,
,,,,408690,711,,
,,,,409065,714,,
,,,,409474,699,,
,,,,409870,710,,
,,,,410307,713,,
,,,,410739,701,,
,,,,411171,694,,
,,,,411611,700,,
,,,,412062,712,,
,,,,412582,659,,
,,,,413067,656,,
,,,,413561,690,,
,,,,414032,696,,
,,,,414576,677,,
,,,,415082,638,,
,,,,415568,639,,
,,,,415785,620,,
,,,,416037,623,,
,,,,416260,630,,
,,,,416571,633,,
,,,,417082,634,,
,,,,417257,671,,
,,,,417568,647,,
,,,,417763,668,,
,,,,418105,635,,
,,,,418316,658,,
,,,,418622,660,,
,,,,418890,655,,
,,,,419366,665,,
,,,,419675,687,,
,,,,419876,674,,
,,,,420241,695,,
,,,,420446,678,,
,,,,420742,699,,
,,,,421356,703,,
,,,,421565,684,,
,,,,421981,689,,
,,,,422157,672,,
,,,,422546,689,,
,,,,423019,660,,
,,,,423351,649,,
,,,,423826,622,,
,,,,424216,598,,
,,,,424408,604,,
,,,,424716,618,,
,,,,424884,605,,
,,,,424967,584,,
,,,,425174,498,,
,,,,425229,503,,
,,,,425613,508,,
,,,,426027,457,,
,,,,426397,463,,
,,,,426613,459,,
,,,,427082,465,,
,,,,427385,412,,
,,,,427851,418,,
,,,,428779,472,,
,,,,429133,406,,
,,,,429789,382,,
,,,,430033,380,,
,,,,430798,385,,
,,,,431194,394,,
,,,,431914,389,,
,,,,433070,392,,
,,,,434102,381,,
,,,,435315,381,,
,,,,436463,385,,
,,,,437658,395,,
,,,,438431,392,,
,,,,440096,405,,
,,,,440670,400,,
,,,,441876,438,,
,,,,443067,439,,
,,,,443533,439,,
,,,,444186,491,,
,,,,444582,427,,
,,,,445223,409,,
,,,,445762,452,,
,,,,446579,474,,
,,,,446931,506,,
,,,,447614,427,,
,,,,448688,389,,
,,,,449912,381,,
,,,,451101,384,,
,,,,452199,403,,
,,,,453424,426,,
,,,,453892,486,,
,,,,454686,468,,
,,,,455240,434,,
,,,,456011,412,,
,,,,457424,408,,
,,,,458891,398,,
,,,,460160,409,,
,,,,460717,424,,
,,,,461547,521,,
,,,,462090,463,,
,,,,462847,491,,
,,,,464250,448,,
,,,,465669,442,,
,,,,467070,491,,
,,,,467677,491,,
,,,,468380,430,,
,,,,469423,443,,
,,,,470473,482,,
,,,,471612,482,,
,,,,472626,440,,
,,,,473674,456,,
,,,,474732,475,,
,,,,475784,504,,
,,,,476772,517,,
,,,,477675,528,,
,,,,478702,496,,
,,,,479710,531,,
,,,,480085,504,,
,,,,480637,492,,
,,,,481552,504,,
,,,,482408,507,,
,,,,483277,516,,
,,,,484106,544,,
,,,,484920,543,,
,,,,485717,569,,
,,,,486455,583,,
,,,,487220,583,,
,,,,487933,615,,
,,,,488643,624,,
,,,,489384,588,,
,,,,490115,558,,
,,,,490830,584,,
,,,,491606,534,,
,,,,492388,501,,
,,,,493162,500,,
,,,,493943,517,,
,,,,494738,496,,
,,,,495513,514,,
,,,,496272,522,,
,,,,497010,516,,
,,,,497773,506,,
,,,,498527,509,,
,,,,499276,499,,
,,,,500018,496,,
,,,,500777,512,,
,,,,501571,522,,
,,,,502249,517,,
,,,,503038,515,,
,,,,503805,549,,
,,,,504480,566,,
,,,,505155,524,,
,,,,505949,579,,
,,,,506692,601,,
,,,,507400,573,,
,,,,508115,582,,
,,,,508907,557,,
,,,,509665,533,,
,,,,510442,520,,
,,,,511190,495,,
,,,,511926,487,,
,,,,512667,486,,
,,,,513397,488,,
,,,,514118,496,,
,,,,514805,507,,
,,,,515495,519,,
,,,,515758,483,,
,,,,516129,477,,
,,,,516404,501,,
,,,,516772,508,,
,,,,517417,507,,
,,,,518045,512,,
,,,,518672,499,,
,,,,520597,524,,
,,,,521261,522,,
,,,,521905,535,,
,,,,522590,516,,
,,,,523317,534,,
,,,,524078,518,,
,,,,524823,534,,
,,,,525585,538,,
,,,,526314,541,,
,,,,527090,529,,
,,,,527878,518,,
,,,,528194,520,,
,,,,528701,464,,
,,,,529574,441,,
,,,,530569,450,,
,,,,531630,420,,
,,,,532716,422,,
,,,,533851,458,,
,,,,534918,449,,
,,,,536138,490,,
,,,,537238,497,,
,,,,537729,467,,
,,,,538410,448,,
,,,,538935,415,,
,,,,539619,400,,
,,,,540796,391,,
,,,,541980,408,,
,,,,543191,405,,
,,,,544348,427,,
,,,,545449,418,,
,,,,546657,409,,
,,,,547534,390,,
,,,,548537,434,,
,,,,549454,456,,
,,,,550303,472,,
,,,,551097,477,,
,,,,551938,491,,
,,,,552320,443,,
,,,,552680,431,,
,,,,553319,471,,
,,,,553966,501,,
,,,,554580,519,,
,,,,555123,557,,
,,,,555614,578,,
,,,,556118,575,,
,,,,556728,531,,
,,,,557173,496,,
,,,,557673,443,,
,,,,558177,443,,
,,,,558695,468,,
,,,,559240,492,,
,,,,559761,501,,
,,,,560241,516,,
,,,,560450,511,,
,,,,560922,464,,
,,,,561403,484,,
,,,,561642,486,,
,,,,562088,497,,
,,,,562499,495,,
,,,,562919,532,,
,,,,563344,529,,
,,,,563731,554,,
,,,,564135,550,,
,,,,564522,579,,
,,,,564909,581,,
,,,,565285,589,,
,,,,565685,577,,
,,,,566058,627,,
,,,,566451,618,,
,,,,566839,626,,
,,,,567218,620,,
,,,,567592,603,,
,,,,567987,615,,
,,,,568380,613,,
,,,,568771,589,,
,,,,569159,590,,
,,,,569548,589,,
,,,,569947,588,,
,,,,570369,580,,
,,,,570766,597,,
,,,,571179,594,,
,,,,571602,610,,
,,,,572001,604,,
,,,,572425,614,,
,,,,572849,612,,
,,,,573262,613,,
,,,,573699,598,,
,,,,574147,620,,
,,,,574596,605,,
,,,,575047,600,,
,,,,575523,581,,
,,,,575989,589,,
,,,,576503,584,,
,,,,577002,597,,
,,,,577533,579,,
,,,,578050,602,,
,,,,578592,602,,
,,,,579149,618,,
,,,,579738,609,,
,,,,579954,521,,
,,,,580323,505,,
,,,,581064,484,,
,,,,581974,488,,
,,,,582906,482,,
,,,,586367,470,,
,,,,587546,451,,
,,,,588615,468,,
,,,,589836,480,,
,,,,590380,428,,
,,,,592154,483,,
,,,,593338,510,,
,,,,594462,539,,
,,,,595109,463,,
,,,,595900,448,,
,,,,597274,465,,
,,,,597934,496,,
,,,,598795,544,,
,,,,600231,534,,
,,,,601645,542,,
,,,,603066,526,,
,,,,604462,503,,
,,,,605857,533,,
,,,,607155,538,,
,,,,608425,578,,
,,,,608891,577,,
,,,,609587,583,,
,,,,610789,593,,
,,,,611955,620,,
,,,,613170,601,,
,,,,614353,620,,
,,,,615580,617,,
,,,,616953,611,,
,,,,618346,604,,
,,,,619680,602,,
,,,,621047,609,,
,,,,621696,627,,
,,,,622576,661,,
,,,,623180,618,,
,,,,624017,572,,
,,,,624596,573,,
,,,,625471,478,,
,,,,626020,474,,
,,,,627026,386,,
,,,,629090,356,,
,,,,631745,376,,
,,,,634297,361,,
,,,,636877,373,,
,,,,639599,373,,
,,,,642439,369,,
,,,,643184,386,,
,,,,644475,429,,
,,,,646656,429,,
,,,,648892,426,,
,,,,650677,414,,
,,,,652655,409,,
,,,,654481,397,,
,,,,656091,414,,
,,,,656807,398,,
,,,,657745,344,,
,,,,659404,359,,
,,,,661034,402,,
,,,,662524,384,,
,,,,664034,414,,
,,,,666218,376,,
,,,,666980,374,,
,,,,667590,365,,
,,,,668326,385,,
,,,,668792,390,,
,,,,669629,396,,
,,,,670915,489,,
,,,,671000,483,,
,,,,671226,439,,
,,,,671924,462,,
,,,,672332,471,,
,,,,673063,529,,
,,,,673438,512,,
,,,,674114,562,,
,,,,674408,564,,
,,,,675109,554,,
,,,,675540,551,,
,,,,676156,536,,
,,,,676548,455,,
,,,,676973,466,,
,,,,677292,464,,
,,,,677864,491,,
,,,,678186,495,,
,,,,678832,494,,
,,,,679099,500,,
,,,,679196,544,,
,,,,679736,460,,
,,,,680111,446,,
,,,,680556,466,,
,,,,680846,490,,
,,,,681417,482,,
,,,,681772,486,,
,,,,682389,505,,
,,,,682653,523,,
,,,,682727,543,,
,,,,683260,494,,
,,,,683567,498,,
,,,,684055,499,,
,,,,684386,504,,
,,,,684862,520,,
,,,,685699,508,,
,,,,685925,514,,
,,,,686391,521,,
,,,,686687,523,,
,,,,687424,538,,
,,,,687886,529,,
,,,,688154,527,,
,,,,688585,538,,
,,,,688848,542,,
,,,,689296,557,,
,,,,689559,540,,
,,,,689983,555,,
,,,,690280,549,,
,,,,690707,561,,
,,,,691366,584,,
,,,,691622,568,,
,,,,692035,570,,
,,,,692303,557,,
,,,,692700,596,,
,,,,692956,602,,
,,,,693366,590,,
,,,,694005,615,,
,,,,694263,629,,
,,,,694649,639,,
,,,,694905,635,,
,,,,695299,652,,
,,,,695571,632,,
,,,,695980,647,,
,,,,696229,643,,
,,,,696643,645,,
,,,,696918,624,,
,,,,697608,604,,
,,,,698047,605,,
,,,,698274,588,,
,,,,699132,604,,
,,,,699557,594,,
,,,,699872,566,,
,,,,700346,581,,
,,,,700665,578,,
,,,,701203,595,,
,,,,701531,571,,
,,,,702052,584,,
,,,,702463,594,,
,,,,702918,605,,
,,,,703327,582,,
,,,,703876,593,,
,,,,704208,588,,
,,,,704861,602,,
,,,,705337,585,,
,,,,705977,610,,
,,,,706402,610,,
,,,,707153,519,,
,,,,707599,505,,
,,,,708370,512,,
,,,,708854,521,,
,,,,709631,611,,
,,,,709759,568,,
,,,,710141,556,,
,,,,710951,591,,
,,,,711569,573,,
,,,,712365,588,,
,,,,713010,597,,
,,,,713738,593,,
,,,,714189,577,,
,,,,715115,570,,
,,,,715650,531,,
,,,,716463,435,,
,,,,717195,399,,
,,,,717963,403,,
,,,,718635,392,,
,,,,719642,408,,
,,,,720533,401,,
,,,,721258,491,,
,,,,721921,515,,
,,,,722972,566,,
,,,,723688,560,,
,,,,724373,581,,
,,,,724920,478,,
,,,,725869,561,,
,,,,726495,504,,
,,,,727180,541,,
,,,,727707,531,,
,,,,728453,559,,
,,,,728873,530,,
,,,,729754,551,,
,,,,730243,545,,
,,,,731027,538,,
,,,,731442,512,,
,,,,732146,537,,
,,,,732461,521,,
,,,,733159,525,,
,,,,733648,530,,
,,,,734194,519,,
,,,,734588,520,,
,,,,735101,531,,
,,,,735524,518,,
,,,,736057,541,,
,,,,736413,546,,
,,,,736923,561,,
,,,,737286,542,,
,,,,737822,508,,
,,,,738130,423,,
,,,,738819,407,,
,,,,739273,408,,
,,,,739810,403,,
,,,,740212,411,,
,,,,740868,414,,
,,,,741423,388,,
,,,,742071,409,,
,,,,742503,402,,
,,,,743207,422,,
,,,,743706,439,,
,,,,744312,422,,
,,,,744774,421,,
,,,,745472,432,,
,,,,746005,415,,
,,,,746603,428,,
,,,,747050,402,,
,,,,747716,405,,
,,,,748233,392,,
,,,,748870,409,,
,,,,749320,378,,
,,,,750045,400,,
,,,,750603,408,,
,,,,751254,428,,
,,,,751755,401,,
,,,,752568,431,,
,,,,754020,410,,
,,,,754349,406,,
,,,,755140,429,,
,,,,755615,445,,
,,,,756321,419,,
,,,,756786,439,,
,,,,756995,473,,
,,,,757216,480,,
,,,,757508,505,,
,,,,758000,498,,
,,,,758143,498,,
,,,,758382,486,,
,,,,758817,421,,
,,,,759200,434,,
,,,,760015,462,,
,,,,760636,454,,
,,,,761574,473,,
,,,,762039,474,,
,,,,762827,521,,
,,,,763463,538,,
,,,,763818,556,,
,,,,764143,549,,
,,,,764585,563,,
,,,,764748,518,,
,,,,765084,535,,
,,,,765222,500,,
,,,,765505,470,,
,,,,765886,462,,
,,,,766246,467,,
,,,,767071,519,,
,,,,767621,486,,
,,,,768691,568,,
,,,,769300,570,,
,,,,769580,587,,
,,,,769727,616,,
,,,,770080,622,,
,,,,770294,630,,
,,,,770602,632,,
,,,,770931,647,,
,,,,771205,639,,
,,,,771541,556,,
,,,,771829,543,,
,,,,772014,539,,
,,,,772199,530,,
,,,,772999,566,,
,,,,773632,549,,
,,,,774525,583,,
,,,,775246,577,,
,,,,775994,618,,
,,,,776555,601,,
,,,,777410,658,,
,,,,778032,681,,
,,,,778760,614,,
,,,,779283,598,,
,,,,780095,616,,
,,,,780745,630,,
,,,,781633,633,,
,,,,781957,623,,
,,,,782851,639,,
,,,,783428,618,,
,,,,784108,653,,
,,,,784640,639,,
,,,,785386,686,,
,,,,785960,677,,
,,,,786490,723,,
,,,,786540,739,,
,,,,786649,699,,
,,,,786938,713,,
,,,,787673,659,,
,,,,788123,589,,
,,,,788815,562,,
,,,,789262,543,,
,,,,790038,540,,
,,,,790690,483,,
,,,,791377,503,,
,,,,791995,466,,
,,,,792827,470,,
,,,,793596,451,,
,,,,794400,420,,
,,,,794938,428,,
,,,,796320,418,,
,,,,797277,396,,
,,,,798417,458,,
,,,,799396,399,,
